user_id,axis1_kmeans_label,axis2_kmeans_label,axis3_kmeans_label,axis4_kmeans_label
USR-00603,Moderate,Affluent,Family/Home,Power user
USR-00604,,,Traveler,At-risk
USR-00605,Moderate,Established,Family/Home,Power user
USR-00606,,,Traveler,Dormant
USR-00607,Conservative,Affluent,Family/Home,Power user
USR-00608,Distressed,Entry,Traveler,Casual
USR-00609,Aggressive,Entry,Essential spender,Casual
USR-00610,,,Essential spender,Casual
USR-00611,,,Traveler,Dormant
USR-00612,,,Traveler,Casual
USR-00613,,,Essential spender,
USR-00614,Distressed,Entry,Traveler,Casual
USR-00615,Conservative,Entry,Family/Home,Power user
USR-00616,Moderate,Entry,Traveler,Casual
USR-00617,,,Tech/Digital native,Casual
USR-00618,Conservative,Growing,Status spender,Power user
USR-00619,Distressed,Entry,Traveler,Power user
USR-00620,Conservative,Established,Family/Home,Power user
USR-00621,Conservative,Entry,Traveler,Power user
USR-00622,Aggressive,Entry,Traveler,Casual
USR-00623,,,Family/Home,Power user
USR-00624,Conservative,Established,Traveler,Power user
USR-00625,,,Traveler,Casual
USR-00626,Moderate,Established,Family/Home,Power user
USR-00627,Conservative,Affluent,Family/Home,Power user
USR-00628,Conservative,Entry,Traveler,Power user
USR-00629,Moderate,Established,Family/Home,Power user
USR-00630,Aggressive,Entry,Essential spender,Power user
USR-00631,Aggressive,Entry,Essential spender,Casual
USR-00632,Conservative,Entry,Traveler,Power user
USR-00633,Conservative,Established,Family/Home,
USR-00634,Distressed,Entry,Traveler,Casual
USR-00635,Distressed,Entry,Traveler,Casual
USR-00636,Aggressive,Entry,Traveler,Power user
USR-00637,,,Traveler,Casual
USR-00638,Aggressive,Entry,Traveler,Power user
USR-00639,,,Traveler,Casual
USR-00640,,,Traveler,Casual
USR-00641,Moderate,Entry,Traveler,Casual
USR-00642,,,Traveler,Casual
USR-00643,Moderate,Entry,Essential spender,Power user
USR-00644,,,Traveler,Dormant
USR-00645,,,Traveler,Casual
USR-00646,Moderate,Affluent,Family/Home,Power user
USR-00647,,,Traveler,Casual
USR-00648,Moderate,Entry,Family/Home,Power user
USR-00649,Moderate,Entry,Traveler,Casual
USR-00650,Aggressive,Entry,Tech/Digital native,Casual
USR-00651,Aggressive,Entry,Traveler,Power user
USR-00652,Conservative,Established,Family/Home,Power user
USR-00653,Conservative,Entry,Family/Home,
USR-00654,,,Family/Home,Casual
USR-00655,Moderate,Entry,Traveler,Power user
USR-00656,Aggressive,Growing,Status spender,Power user
USR-00657,,,Family/Home,Casual
USR-00658,Conservative,Entry,Family/Home,Power user
USR-00659,Aggressive,Entry,Essential spender,Casual
USR-00660,Aggressive,Entry,Tech/Digital native,Casual
USR-00661,,,Family/Home,Casual
USR-00662,Moderate,Growing,Status spender,Power user
USR-00663,Distressed,Entry,Traveler,Casual
USR-00664,,,Family/Home,Casual
USR-00665,Conservative,Entry,Traveler,Casual
USR-00666,Aggressive,Entry,Traveler,Power user
USR-00667,,,Traveler,Dormant
USR-00668,,,Family/Home,Power user
USR-00669,Conservative,Affluent,Family/Home,Power user
USR-00670,,,Tech/Digital native,Casual
USR-00671,Conservative,Growing,Status spender,Power user
USR-00672,,,Traveler,At-risk
USR-00673,Distressed,Entry,Essential spender,Casual
USR-00674,Aggressive,Entry,Foodie/Social,Dormant
USR-00675,Conservative,Established,Family/Home,Power user
USR-00676,,,Family/Home,Power user
USR-00677,Conservative,Growing,Status spender,Power user
USR-00678,Conservative,Established,Family/Home,Power user
USR-00679,Moderate,Entry,Traveler,Power user
USR-00680,Conservative,Entry,Traveler,Power user
USR-00681,Conservative,Entry,Traveler,Power user
USR-00682,Moderate,Growing,Status spender,Power user
USR-00683,Aggressive,Entry,Traveler,Casual
USR-00684,Conservative,Entry,Essential spender,Casual
USR-00685,Conservative,Affluent,Family/Home,Power user
USR-00686,Aggressive,Entry,Tech/Digital native,Casual
USR-00687,,,Traveler,Dormant
USR-00688,Moderate,Entry,Traveler,Power user
USR-00689,Aggressive,Entry,Traveler,Power user
USR-00690,Conservative,Growing,Status spender,Power user
USR-00691,Conservative,Entry,Traveler,At-risk
USR-00692,Conservative,Established,Family/Home,Power user
USR-00693,,,Essential spender,Casual
USR-00694,Conservative,Entry,Traveler,Power user
USR-00695,,,Traveler,Power user
USR-00696,Conservative,Established,Family/Home,Power user
USR-00697,Conservative,Entry,Traveler,Power user
USR-00698,Conservative,Entry,Traveler,At-risk
USR-00699,,,Traveler,Casual
USR-00700,Conservative,Entry,Essential spender,Casual
USR-00701,Distressed,Entry,Traveler,Casual
USR-00702,Distressed,Entry,Traveler,Casual
USR-00703,Distressed,Entry,Traveler,Casual
USR-00704,,,Essential spender,Casual
USR-00705,,,Essential spender,Casual
USR-00706,Moderate,Established,Traveler,Power user
USR-00707,Distressed,Entry,Traveler,Power user
USR-00708,Conservative,Growing,Status spender,Power user
USR-00709,,,Traveler,Dormant
USR-00710,,,Family/Home,Casual
USR-00711,Conservative,Affluent,Family/Home,Power user
USR-00712,Distressed,Entry,Traveler,Casual
USR-00713,Aggressive,Entry,Traveler,Casual
USR-00714,Conservative,Entry,Tech/Digital native,Casual
USR-00715,,,Traveler,Casual
USR-00716,,,Family/Home,Power user
USR-00717,Conservative,Growing,Status spender,Power user
USR-00718,Conservative,Entry,Traveler,Power user
USR-00719,,,Family/Home,Casual
USR-00720,,,Traveler,At-risk
USR-00721,,,Traveler,Dormant
USR-00722,,,Traveler,Casual
USR-00723,Conservative,Entry,Family/Home,Power user
USR-00724,Conservative,Growing,Status spender,Power user
USR-00725,Moderate,Affluent,Family/Home,Power user
USR-00726,,,Traveler,Dormant
USR-00727,Conservative,Entry,Family/Home,
USR-00728,Conservative,Growing,Status spender,Power user
USR-00729,Aggressive,Entry,Tech/Digital native,Casual
USR-00730,Conservative,Entry,Family/Home,Power user
USR-00731,,,Tech/Digital native,Casual
USR-00732,,,Status spender,Casual
USR-00733,Conservative,Affluent,Family/Home,Power user
USR-00734,Aggressive,Entry,Traveler,Power user
USR-00735,Moderate,Established,Family/Home,Power user
USR-00736,Moderate,Entry,Traveler,Power user
USR-00737,Aggressive,Entry,Tech/Digital native,Casual
USR-00738,Aggressive,Entry,Foodie/Social,Dormant
USR-00739,Moderate,Entry,Tech/Digital native,Casual
USR-00740,Moderate,Growing,Status spender,
USR-00741,Aggressive,Entry,Traveler,Casual
USR-00742,Aggressive,Entry,Essential spender,Casual
USR-00743,,,Traveler,At-risk
USR-00744,Moderate,Entry,Family/Home,Power user
USR-00745,Conservative,Entry,Family/Home,Power user
USR-00746,Conservative,Entry,Tech/Digital native,Power user
USR-00747,Conservative,Entry,Traveler,Casual
USR-00748,Aggressive,Growing,Status spender,Power user
USR-00749,Aggressive,Entry,Traveler,Power user
USR-00750,,,Family/Home,Casual
USR-00751,Distressed,Entry,Traveler,Power user
USR-00752,Conservative,Affluent,Family/Home,Power user
USR-00753,Aggressive,Entry,Traveler,Power user
USR-00754,Conservative,Entry,Traveler,Power user
USR-00755,Conservative,Affluent,Family/Home,Power user
USR-00756,Conservative,Entry,Status spender,Power user
USR-00757,Conservative,Entry,Traveler,Power user
USR-00758,Conservative,Established,Family/Home,Power user
USR-00759,,,Traveler,Casual
USR-00760,,,Family/Home,Power user
USR-00761,Moderate,Growing,Status spender,Power user
USR-00762,,,Essential spender,
USR-00763,Distressed,Entry,Traveler,Casual
USR-00764,Conservative,Affluent,Family/Home,Power user
USR-00765,Conservative,Established,Family/Home,Power user
USR-00766,Moderate,Entry,Tech/Digital native,Casual
USR-00767,Moderate,Entry,Family/Home,Power user
USR-00768,Conservative,Affluent,Family/Home,Power user
USR-00769,Conservative,Established,Traveler,Power user
USR-00770,Conservative,Entry,Tech/Digital native,Power user
USR-00771,,,Traveler,Casual
USR-00772,,,Foodie/Social,At-risk
USR-00773,Conservative,Affluent,Family/Home,Power user
USR-00774,,,Status spender,Casual
USR-00775,Conservative,Entry,Family/Home,Power user
USR-00776,,,Traveler,At-risk
USR-00777,Conservative,Affluent,Family/Home,Power user
USR-00778,Moderate,Entry,Traveler,Casual
USR-00779,,,Traveler,
USR-00780,Moderate,Entry,Essential spender,Casual
USR-00781,Conservative,Growing,Status spender,Power user
USR-00782,Conservative,Growing,Status spender,Power user
USR-00783,,,Traveler,At-risk
USR-00784,Distressed,Entry,Traveler,Casual
USR-00785,Aggressive,Entry,Tech/Digital native,Casual
USR-00786,Moderate,Entry,Traveler,Power user
USR-00787,Distressed,Entry,Traveler,Casual
USR-00788,Moderate,Entry,Family/Home,Power user
USR-00789,,,Family/Home,Casual
USR-00790,Distressed,Entry,Traveler,Casual
USR-00791,,,Family/Home,Casual
USR-00792,Conservative,Affluent,Status spender,Power user
USR-00793,Moderate,Entry,Traveler,Casual
USR-00794,Conservative,Growing,Status spender,Power user
USR-00795,Conservative,Entry,Traveler,Power user
USR-00796,Aggressive,Entry,Tech/Digital native,Casual
USR-00797,Aggressive,Entry,Essential spender,Casual
USR-00798,Conservative,Entry,Essential spender,Casual
USR-00799,,,Family/Home,Casual
USR-00800,Distressed,Entry,Traveler,Power user
USR-00801,Aggressive,Entry,Traveler,Power user
USR-00802,Conservative,Entry,Traveler,
USR-00803,,,Family/Home,Power user
USR-00804,Aggressive,Growing,Status spender,Casual
USR-00805,,,Family/Home,Casual
USR-00806,,,Foodie/Social,Dormant
USR-00807,Moderate,Affluent,Family/Home,Power user
USR-00808,Aggressive,Entry,Traveler,Power user
USR-00809,,,Family/Home,
USR-00810,Conservative,Affluent,Family/Home,Power user
USR-00811,Conservative,Entry,Traveler,
USR-00812,Conservative,Growing,Status spender,Power user
USR-00813,Moderate,Entry,Family/Home,Power user
USR-00814,Distressed,Entry,Traveler,Power user
USR-00815,,,Traveler,At-risk
USR-00816,Conservative,Entry,Essential spender,Casual
USR-00817,Distressed,Entry,Traveler,Power user
USR-00818,Moderate,Entry,Essential spender,Casual
USR-00819,Conservative,Entry,Tech/Digital native,Casual
USR-00820,Conservative,Entry,Tech/Digital native,Casual
USR-00821,Conservative,Affluent,Family/Home,Power user
USR-00822,Aggressive,Entry,Traveler,Power user
USR-00823,Aggressive,Entry,Essential spender,Power user
USR-00824,Conservative,Entry,Traveler,Dormant
USR-00825,Aggressive,Entry,Traveler,Dormant
USR-00826,Conservative,Entry,Traveler,Power user
USR-00827,Conservative,Established,Family/Home,Power user
USR-00828,Conservative,Established,Family/Home,Power user
USR-00829,Aggressive,Entry,Traveler,Casual
USR-00830,,,Essential spender,Casual
USR-00831,Moderate,Entry,Traveler,Casual
USR-00832,Aggressive,Entry,Tech/Digital native,Casual
USR-00833,Conservative,Affluent,Family/Home,Power user
USR-00834,Moderate,Entry,Family/Home,Power user
USR-00835,Conservative,Growing,Status spender,Power user
USR-00836,Moderate,Entry,Tech/Digital native,Casual
USR-00837,Aggressive,Entry,Traveler,Casual
USR-00838,Conservative,Affluent,Family/Home,Power user
USR-00839,,,Tech/Digital native,
USR-00840,,,Traveler,Dormant
USR-00841,Conservative,Affluent,Family/Home,Power user
USR-00842,,,Tech/Digital native,Casual
USR-00843,Conservative,Entry,Family/Home,Power user
USR-00844,Distressed,Entry,Traveler,Casual
USR-00845,Conservative,Entry,Traveler,Power user
USR-00846,Moderate,Entry,Traveler,Power user
USR-00847,Distressed,Entry,Traveler,Dormant
USR-00848,Conservative,Entry,Traveler,Power user
USR-00849,Distressed,Entry,Traveler,At-risk
USR-00850,Distressed,Entry,Traveler,Power user
USR-00851,Conservative,Entry,Traveler,Power user
USR-00852,,,Foodie/Social,At-risk
USR-00853,Distressed,Entry,Traveler,Power user
USR-00854,Conservative,Growing,Status spender,Power user
USR-00855,Moderate,Entry,Traveler,Casual
USR-00856,,,Family/Home,Power user
USR-00857,,,Traveler,Dormant
USR-00858,,,Foodie/Social,Dormant
USR-00859,Distressed,Entry,Traveler,Casual
USR-00860,Distressed,Entry,Traveler,Casual
USR-00861,Moderate,Established,Family/Home,Power user
USR-00862,Conservative,Entry,Family/Home,Power user
USR-00863,Distressed,Entry,Traveler,Power user
USR-00864,Aggressive,Entry,Tech/Digital native,Casual
USR-00865,Distressed,Entry,Traveler,Casual
USR-00866,Moderate,Affluent,Family/Home,Power user
USR-00867,Moderate,Entry,Essential spender,Casual
USR-00868,Conservative,Established,Family/Home,Power user
USR-00869,Aggressive,Entry,Essential spender,Casual
USR-00870,Aggressive,Entry,Traveler,At-risk
USR-00871,,,Traveler,Dormant
USR-00872,Moderate,Entry,Traveler,Power user
USR-00873,,,Family/Home,Casual
USR-00874,Aggressive,Entry,Traveler,Power user
USR-00875,Aggressive,Entry,Traveler,Power user
USR-00876,Conservative,Growing,Status spender,Power user
USR-00877,Distressed,Entry,Traveler,Power user
USR-00878,Conservative,Growing,Status spender,Power user
USR-00879,Conservative,Growing,Family/Home,Power user
USR-00880,Moderate,Established,Family/Home,Power user
USR-00881,Aggressive,Entry,Tech/Digital native,Power user
USR-00882,Distressed,Entry,Traveler,Power user
USR-00883,,,Family/Home,Casual
USR-00884,Conservative,Entry,Traveler,Casual
USR-00885,Aggressive,Entry,Essential spender,Casual
USR-00886,Distressed,Entry,Traveler,Casual
USR-00887,Aggressive,Entry,Traveler,Casual
USR-00888,Conservative,Established,Family/Home,
USR-00889,Conservative,Growing,Status spender,Power user
USR-00890,Distressed,Entry,Traveler,Power user
USR-00891,Distressed,Entry,Traveler,Power user
USR-00892,Conservative,Growing,Status spender,Power user
USR-00893,Aggressive,Entry,Tech/Digital native,Casual
USR-00894,Aggressive,Entry,Traveler,Casual
USR-00895,Conservative,Entry,Essential spender,Casual
USR-00896,Conservative,Entry,Status spender,Power user
USR-00897,Aggressive,Entry,Traveler,Power user
USR-00898,Aggressive,Entry,Tech/Digital native,Casual
USR-00899,Conservative,Affluent,Family/Home,Power user
USR-00900,Distressed,Entry,Traveler,Casual
USR-00901,Aggressive,Growing,Status spender,Power user
USR-00902,Conservative,Entry,Family/Home,Power user
USR-00903,Aggressive,Entry,Essential spender,Power user
USR-00904,,,Foodie/Social,
USR-00905,Moderate,Entry,Essential spender,Power user
USR-00906,Aggressive,Entry,Traveler,Power user
USR-00907,Conservative,Entry,Traveler,Power user
USR-00908,Conservative,Entry,Traveler,Power user
USR-00909,Conservative,Entry,Traveler,Power user
USR-00910,,,Traveler,Casual
USR-00911,Aggressive,Growing,Status spender,Power user
USR-00912,,,Foodie/Social,At-risk
USR-00913,Conservative,Entry,Essential spender,Casual
USR-00914,Aggressive,Affluent,Family/Home,Power user
USR-00915,Aggressive,Entry,Essential spender,Casual
USR-00916,Distressed,Entry,Traveler,Casual
USR-00917,Conservative,Entry,Family/Home,Power user
USR-00918,Distressed,Entry,Traveler,Casual
USR-00919,Moderate,Entry,Traveler,Power user
USR-00920,Conservative,Entry,Traveler,Power user
USR-00921,Moderate,Entry,Traveler,Casual
USR-00922,Aggressive,Entry,Essential spender,Casual
USR-00923,,,Traveler,Casual
USR-00924,Distressed,Entry,Traveler,Casual
USR-00925,Aggressive,Entry,Status spender,Power user
USR-00926,Distressed,Entry,Traveler,Casual
USR-00927,,,Foodie/Social,At-risk
USR-00928,Distressed,Entry,Traveler,Power user
USR-00929,Conservative,Growing,Status spender,Power user
USR-00930,Aggressive,Entry,Traveler,Power user
USR-00931,,,Essential spender,Casual
USR-00932,Conservative,Affluent,Family/Home,Power user
USR-00933,Conservative,Affluent,Family/Home,Power user
USR-00934,Aggressive,Entry,Traveler,Casual
USR-00935,,,Traveler,Dormant
USR-00936,Aggressive,Entry,Tech/Digital native,Casual
USR-00937,Conservative,Entry,Tech/Digital native,Power user
USR-00938,Distressed,Entry,Traveler,Casual
USR-00939,Distressed,Entry,Traveler,
USR-00940,Distressed,Entry,Traveler,Casual
USR-00941,Aggressive,Growing,Status spender,Power user
USR-00942,Conservative,Entry,Traveler,Power user
USR-00943,Distressed,Entry,Traveler,Casual
USR-00944,Conservative,Established,Family/Home,Power user
USR-00945,Distressed,Entry,Traveler,Casual
USR-00946,Conservative,Entry,Traveler,Casual
USR-00947,Distressed,Entry,Traveler,Power user
USR-00948,Moderate,Entry,Traveler,Power user
USR-00949,Distressed,Entry,Traveler,Casual
USR-00950,,,Status spender,Casual
USR-00951,Moderate,Entry,Traveler,Power user
USR-00952,Conservative,Entry,Tech/Digital native,Casual
USR-00953,Conservative,Entry,Traveler,Power user
USR-00954,Aggressive,Entry,Traveler,Power user
USR-00955,Conservative,Entry,Essential spender,Power user
USR-00956,Conservative,Established,Family/Home,Power user
USR-00957,Aggressive,Entry,Traveler,Power user
USR-00958,Distressed,Entry,Traveler,Power user
USR-00959,,,Traveler,Casual
USR-00960,Aggressive,Entry,Tech/Digital native,Casual
USR-00961,,,Traveler,Dormant
USR-00962,,,Traveler,Casual
USR-00963,Aggressive,Entry,Essential spender,Casual
USR-00964,Distressed,Entry,Traveler,Casual
USR-00965,Moderate,Entry,Essential spender,Power user
USR-00966,Aggressive,Entry,Traveler,
USR-00967,Conservative,Established,Family/Home,Power user
USR-00968,,,Traveler,Casual
USR-00969,Moderate,Entry,Essential spender,Power user
USR-00970,,,Traveler,Casual
USR-00971,,,Traveler,At-risk
USR-00972,Aggressive,Entry,Tech/Digital native,Power user
USR-00973,Aggressive,Entry,Traveler,Power user
USR-00974,Distressed,Entry,Traveler,Casual
USR-00975,,,Traveler,At-risk
USR-00976,Aggressive,Entry,Traveler,Power user
USR-00977,Conservative,Established,Family/Home,Power user
USR-00978,Aggressive,Entry,Tech/Digital native,Power user
USR-00979,Aggressive,Entry,Tech/Digital native,Casual
USR-00980,Moderate,Entry,Family/Home,
USR-00981,Conservative,Affluent,Family/Home,
USR-00982,Aggressive,Entry,Traveler,Power user
USR-00983,,,Traveler,Power user
USR-00984,Moderate,Entry,Traveler,Power user
USR-00985,,,Traveler,Casual
USR-00986,,,Family/Home,Casual
USR-00987,Conservative,Growing,Status spender,Power user
USR-00988,Aggressive,Entry,Tech/Digital native,
USR-00989,Conservative,Affluent,Family/Home,Power user
USR-00990,,,Tech/Digital native,
USR-00991,Conservative,Entry,Foodie/Social,At-risk
